invoice_id,vendor,category,amount_czk,issued_on,due_on,po_number,cost_center,approver,is_anomaly,anomaly_type
INV-001400,Lagardère Travel Retail,travel,12510.99,2025-04-23,2025-05-30,PO-54202,CC-121,msrnec,0,
INV-001401,ČSA a.s.,travel,18373.86,2025-06-16,2025-07-17,PO-51589,CC-316,kvarga,0,
INV-001402,Google Cloud EMEA,cloud,44927.9,2025-11-19,2025-12-10,PO-90758,CC-309,jnovak,0,
INV-001403,JetBrains s.r.o.,software,8625.92,2025-11-21,2025-12-05,,CC-297,ldvorak,0,
INV-001404,O2 Czech Republic,telecom,14186.44,2025-02-10,2025-02-27,PO-33457,CC-307,ldvorak,0,
INV-001405,Havel & Partners,legal,75307.27,2025-09-12,2025-10-03,PO-74592,CC-348,jnovak,0,
INV-001406,Office Depot s.r.o.,office_supply,2493.74,2025-07-23,2025-08-29,PO-91782,CC-245,jnovak,0,
INV-001407,Grafton Recruitment,hr_services,85585.91,2025-12-29,2026-02-05,PO-94180,CC-204,kvarga,0,
INV-001408,AWS EMEA SARL,cloud,33436.49,2025-10-16,2025-11-12,PO-30911,CC-187,msrnec,0,
INV-001409,Deloitte Advisory s.r.o.,consulting,96666.82,2025-01-08,2025-02-19,PO-77776,CC-251,tklimes,0,
INV-001410,Office Depot s.r.o.,office_supply,4825.84,2025-10-18,2025-11-01,,CC-155,kvarga,1,duplicate
INV-001411,Kinstellar s.r.o.,legal,73972.67,2025-04-09,2025-05-02,PO-52219,CC-148,kvarga,0,
INV-001412,Google Cloud EMEA,cloud,34169.97,2025-07-25,2025-08-12,PO-14912,CC-198,ldvorak,0,
INV-001413,Manpower Group s.r.o.,hr_services,145596.43,2025-06-12,2025-07-16,PO-62690,CC-386,msrnec,0,
INV-001414,O2 Czech Republic,telecom,13367.81,2025-10-06,2025-11-10,PO-15941,CC-234,ldvorak,0,
INV-001415,T-Mobile Czech Republic,telecom,11757.98,2025-07-18,2025-08-10,PO-21738,CC-319,jnovak,0,
INV-001416,Microsoft Ireland Operations,cloud,37699.77,2025-12-02,2026-01-15,PO-47698,CC-140,jnovak,0,
INV-001417,Grafton Recruitment,hr_services,92392.59,2025-07-31,2025-08-16,PO-78221,CC-334,jnovak,0,
INV-001418,ČSA a.s.,travel,500.0,2025-05-06,2025-06-19,PO-65611,CC-390,msrnec,0,
INV-001419,Google Cloud EMEA,cloud,38458.39,2025-05-27,2025-07-07,PO-20140,CC-246,msrnec,0,
INV-001420,Deloitte Advisory s.r.o.,consulting,58689.37,2025-02-06,2025-03-05,PO-53245,CC-380,kvarga,0,
INV-001421,Grafton Recruitment,hr_services,114899.68,2025-05-27,2025-06-21,PO-10302,CC-328,ldvorak,0,
INV-001422,Lagardère Travel Retail,travel,9195.97,2025-08-15,2025-09-04,PO-48950,CC-279,jnovak,0,
INV-001423,Manpower Group s.r.o.,hr_services,81779.0,2025-12-17,2026-01-07,PO-68726,CC-365,kvarga,0,
INV-001424,JetBrains s.r.o.,software,11498.59,2025-11-04,2025-12-03,PO-92374,CC-254,kvarga,0,
INV-001425,O2 Czech Republic,telecom,126624.8,2025-06-02,2025-06-25,PO-62442,CC-199,kvarga,1,amount_outlier
INV-001426,Pražská plynárenská a.s.,utilities,18988.03,2025-05-23,2025-06-08,PO-35184,CC-340,msrnec,0,
INV-001427,Kinstellar s.r.o.,legal,54469.97,2025-03-17,2025-04-07,PO-73746,CC-304,jnovak,0,
INV-001428,O2 Czech Republic,telecom,16627.13,2025-06-17,2025-07-14,PO-37413,CC-229,kvarga,0,
INV-001429,Deloitte Advisory s.r.o.,consulting,123687.65,2025-03-05,2025-03-21,PO-15729,CC-221,ldvorak,0,
INV-001430,Red Hat Czech s.r.o.,software,114965.66,2025-12-12,2026-01-25,PO-68168,CC-151,msrnec,0,
INV-001431,Manpower Group s.r.o.,hr_services,130975.45,2025-07-16,2025-08-26,PO-66583,CC-238,ldvorak,0,
INV-001432,KPMG Česká republika,consulting,86147.43,2025-08-04,2025-08-28,PO-20330,CC-310,jnovak,0,
INV-001433,Google Cloud EMEA,cloud,28232.15,2025-11-11,2025-12-20,,CC-188,tklimes,0,
INV-001434,Google Cloud EMEA,cloud,38709.32,2025-11-07,2025-11-22,PO-51633,CC-179,tklimes,0,
INV-001435,DHL Express,logistics,12959.62,2025-09-10,2025-09-25,PO-96227,CC-152,jnovak,0,
INV-001436,KPMG Česká republika,consulting,84579.47,2025-06-12,2025-06-27,PO-50839,CC-255,ldvorak,0,
INV-001437,DHL Express,logistics,15847.17,2025-01-14,2025-01-30,PO-30756,CC-162,ldvorak,0,
INV-001438,Grafton Recruitment,hr_services,59714.83,2025-03-13,2025-04-13,PO-28971,CC-390,msrnec,0,
INV-001439,Manpower Group s.r.o.,hr_services,218783.77,2025-12-05,2026-01-12,,CC-163,tklimes,1,missing_po
INV-001440,Red Hat Czech s.r.o.,software,89534.34,2025-05-19,2025-06-05,PO-33511,CC-368,jnovak,0,
INV-001441,Alza.cz a.s.,office_supply,9302.21,2025-10-14,2025-11-18,PO-15269,CC-319,msrnec,0,
INV-001442,Pražská plynárenská a.s.,utilities,21452.35,2025-04-09,2025-05-22,,CC-246,ldvorak,0,
INV-001443,Pražská plynárenská a.s.,utilities,19599.5,2025-02-12,2025-03-22,PO-69470,CC-191,ldvorak,0,
INV-001444,Red Hat Czech s.r.o.,software,89597.38,2025-01-28,2025-02-16,PO-64791,CC-161,jnovak,0,
INV-001445,Grafton Recruitment,hr_services,81152.09,2025-11-18,2025-12-25,PO-77739,CC-164,tklimes,0,
INV-001446,Red Hat Czech s.r.o.,software,71585.62,2025-09-08,2025-10-15,PO-44905,CC-200,tklimes,0,
INV-001447,Office Depot s.r.o.,office_supply,3849.17,2025-06-27,2025-08-02,PO-55983,CC-214,ldvorak,0,
INV-001448,Engie Services a.s.,facility,20892.35,2025-04-02,2025-04-18,PO-25941,CC-312,ldvorak,0,
INV-001449,Havel & Partners,legal,52834.23,2025-05-07,2025-06-07,PO-11011,CC-335,ldvorak,0,
INV-001450,KPMG Česká republika,consulting,62294.14,2025-06-26,2025-07-19,PO-83421,CC-231,ldvorak,0,
INV-001451,Alza.cz a.s.,office_supply,4316.06,2025-07-02,2025-08-10,PO-67943,CC-363,ldvorak,0,
INV-001452,Lagardère Travel Retail,travel,18367.56,2025-01-28,2025-02-17,PO-94513,CC-199,tklimes,0,
INV-001453,Google Cloud EMEA,cloud,34343.19,2025-02-11,2025-02-28,PO-58584,CC-323,kvarga,0,
INV-001454,Red Hat Czech s.r.o.,software,91778.8,2025-03-27,2025-04-12,PO-90857,CC-204,msrnec,0,
INV-001455,Office Depot s.r.o.,office_supply,7841.21,2025-05-21,2025-07-04,PO-54048,CC-108,jnovak,0,
INV-001456,Alza.cz a.s.,office_supply,1651.91,2025-05-30,2025-06-25,PO-10353,CC-141,ldvorak,0,
INV-001457,ČEZ Distribuce a.s.,utilities,50984.2,2025-10-09,2025-10-31,PO-55806,CC-119,msrnec,0,
INV-001458,AdHoc Trading s.r.o. #9510,consulting,346163.01,2025-10-20,2025-11-11,,CC-153,jnovak,1,new_vendor_high
INV-001459,PwC Česká republika,consulting,122966.09,2025-06-09,2025-07-10,PO-67740,CC-343,kvarga,0,
INV-001460,Grafton Recruitment,hr_services,132880.71,2025-04-09,2025-05-05,PO-69051,CC-113,msrnec,0,
INV-001461,Booking.com,travel,4686.51,2025-10-09,2025-10-25,PO-58245,CC-174,kvarga,0,
INV-001462,Microsoft Ireland Operations,cloud,398505.46,2025-02-07,2025-03-14,PO-68199,CC-263,tklimes,1,amount_outlier
INV-001463,Microsoft Ireland Operations,cloud,37896.85,2025-05-09,2025-06-10,PO-73262,CC-189,msrnec,0,
INV-001464,Kinstellar s.r.o.,legal,71747.14,2025-07-18,2025-08-24,PO-38834,CC-394,tklimes,0,
INV-001465,Alza.cz a.s.,office_supply,1392.83,2025-07-09,2025-08-17,PO-97885,CC-347,jnovak,0,
INV-001466,ČEZ Distribuce a.s.,utilities,44550.89,2025-10-02,2025-10-26,PO-72143,CC-365,msrnec,0,
INV-001467,Grafton Recruitment,hr_services,87141.42,2025-04-09,2025-05-02,PO-33290,CC-277,ldvorak,0,
INV-001468,Havel & Partners,legal,64265.77,2025-08-21,2025-09-12,PO-38492,CC-218,jnovak,0,
INV-001469,Manpower Group s.r.o.,hr_services,88070.96,2025-02-07,2025-03-12,PO-64305,CC-153,kvarga,0,
INV-001470,Alza.cz a.s.,office_supply,8213.62,2025-03-18,2025-04-24,PO-23840,CC-274,kvarga,0,
INV-001471,Havel & Partners,legal,80214.7,2025-06-25,2025-07-16,PO-53396,CC-252,msrnec,0,
INV-001472,Kinstellar s.r.o.,legal,65032.97,2025-03-24,2025-04-08,PO-38920,CC-399,jnovak,0,
INV-001473,PPL CZ s.r.o.,logistics,11113.76,2025-03-18,2025-04-07,PO-75597,CC-342,tklimes,0,
INV-001474,ČEZ Distribuce a.s.,utilities,55998.92,2025-06-30,2025-07-19,,CC-247,jnovak,0,
INV-001475,Engie Services a.s.,facility,28714.66,2025-11-25,2025-12-25,PO-27118,CC-146,ldvorak,0,
INV-001476,Microsoft Ireland Operations,cloud,19553.43,2025-05-16,2025-06-06,PO-60789,CC-104,ldvorak,0,
INV-001477,Engie Services a.s.,facility,30356.37,2025-12-09,2026-01-18,PO-62875,CC-310,tklimes,0,
INV-001478,T-Mobile Czech Republic,telecom,8115.61,2025-09-30,2025-10-23,PO-99451,CC-392,msrnec,0,
INV-001479,JetBrains s.r.o.,software,11113.69,2025-12-25,2026-01-12,PO-92042,CC-112,msrnec,1,duplicate
INV-001480,T-Mobile Czech Republic,telecom,5947.26,2025-08-22,2025-09-15,PO-81754,CC-155,tklimes,0,
INV-001481,Red Hat Czech s.r.o.,software,63058.72,2025-12-18,2026-01-02,PO-54456,CC-368,kvarga,0,
INV-001482,Makro Cash & Carry,catering,13422.97,2025-05-07,2025-06-01,PO-41510,CC-157,kvarga,0,
INV-001483,Grafton Recruitment,hr_services,62402.12,2025-06-05,2025-07-10,PO-35209,CC-314,ldvorak,0,
INV-001484,Havel & Partners,legal,47947.46,2025-06-10,2025-07-22,PO-28933,CC-366,kvarga,0,
INV-001485,Pražská plynárenská a.s.,utilities,18670.92,2025-12-29,2026-01-21,PO-47129,CC-128,jnovak,0,
INV-001486,Engie Services a.s.,facility,26517.53,2025-07-03,2025-07-29,PO-94179,CC-311,ldvorak,0,
INV-001487,Google Cloud EMEA,cloud,40032.56,2025-08-14,2025-09-18,PO-73960,CC-397,tklimes,0,
INV-001488,Deloitte Advisory s.r.o.,consulting,80161.88,2025-02-21,2025-03-31,PO-48824,CC-251,ldvorak,0,
INV-001489,T-Mobile Czech Republic,telecom,11506.95,2025-04-04,2025-04-22,PO-16634,CC-287,kvarga,0,
INV-001490,JetBrains s.r.o.,software,10964.48,2025-04-25,2025-06-01,PO-31609,CC-245,tklimes,0,
INV-001491,ČEZ Distribuce a.s.,utilities,45863.04,2025-09-08,2025-09-24,PO-50888,CC-229,jnovak,0,
INV-001492,DHL Express,logistics,11718.11,2025-07-06,2025-08-10,PO-77352,CC-399,jnovak,1,duplicate
INV-001493,Grafton Recruitment,hr_services,145684.3,2025-01-20,2025-02-08,PO-90683,CC-259,ldvorak,0,
INV-001494,Alza.cz a.s.,office_supply,4495.19,2025-04-11,2025-05-16,PO-59466,CC-252,msrnec,0,
INV-001495,PPL CZ s.r.o.,logistics,7225.35,2025-07-29,2025-08-20,PO-71750,CC-222,ldvorak,0,
INV-001496,Grafton Recruitment,hr_services,103240.86,2025-06-23,2025-07-25,PO-14198,CC-197,jnovak,0,
INV-001497,Manpower Group s.r.o.,hr_services,83329.68,2025-12-10,2026-01-10,PO-17154,CC-158,kvarga,0,
INV-001498,Manpower Group s.r.o.,hr_services,120933.29,2025-01-30,2025-03-01,PO-61438,CC-263,jnovak,0,
INV-001499,ČEZ Distribuce a.s.,utilities,34591.24,2025-07-04,2025-07-25,PO-44103,CC-236,msrnec,0,
INV-001500,Kinstellar s.r.o.,legal,59997.96,2025-10-22,2025-12-04,PO-63971,CC-164,tklimes,1,duplicate
INV-001501,Manpower Group s.r.o.,hr_services,72030.68,2025-01-23,2025-02-18,PO-59394,CC-259,kvarga,0,
INV-001502,AdHoc Trading s.r.o. #9366,consulting,385936.61,2025-11-28,2025-12-28,PO-69309,CC-275,kvarga,1,new_vendor_high
INV-001503,O2 Czech Republic,telecom,16592.24,2025-01-03,2025-02-03,PO-44549,CC-170,tklimes,0,
INV-001504,O2 Czech Republic,telecom,10007.24,2025-10-16,2025-11-06,PO-70401,CC-255,msrnec,0,
INV-001505,Microsoft Ireland Operations,cloud,26313.65,2025-09-23,2025-10-13,PO-60262,CC-108,tklimes,0,
INV-001506,Engie Services a.s.,facility,32874.88,2025-08-18,2025-09-08,PO-81834,CC-352,msrnec,0,
INV-001507,Google Cloud EMEA,cloud,35446.27,2025-01-16,2025-02-08,PO-93833,CC-101,ldvorak,0,
INV-001508,T-Mobile Czech Republic,telecom,9003.49,2025-02-11,2025-03-22,PO-91517,CC-126,kvarga,0,
INV-001509,ČEZ Distribuce a.s.,utilities,48706.96,2025-07-11,2025-08-04,PO-18162,CC-303,kvarga,0,
INV-001510,Microsoft Ireland Operations,cloud,50407.13,2025-07-28,2025-08-26,PO-72144,CC-201,ldvorak,0,
INV-001511,DHL Express,logistics,20498.15,2025-11-27,2025-12-14,PO-68511,CC-282,msrnec,0,
INV-001512,DHL Express,logistics,17570.2,2025-01-07,2025-02-13,PO-34680,CC-250,jnovak,0,
INV-001513,Red Hat Czech s.r.o.,software,100230.8,2025-09-19,2025-11-01,PO-84375,CC-137,kvarga,0,
INV-001514,Microsoft Ireland Operations,cloud,46968.28,2025-11-04,2025-12-08,PO-14461,CC-313,kvarga,0,
INV-001515,Microsoft Ireland Operations,cloud,40723.7,2025-08-04,2025-08-18,PO-36944,CC-189,jnovak,0,
INV-001516,PPL CZ s.r.o.,logistics,9172.55,2025-09-25,2025-10-23,PO-43544,CC-179,msrnec,0,
INV-001517,Red Hat Czech s.r.o.,software,111900.01,2025-03-14,2025-04-16,PO-19997,CC-257,msrnec,0,
INV-001518,KPMG Česká republika,consulting,73936.59,2025-10-24,2025-11-17,PO-46254,CC-373,ldvorak,0,
INV-001519,O2 Czech Republic,telecom,12197.75,2025-01-03,2025-02-03,PO-70414,CC-289,msrnec,0,
INV-001520,ČSA a.s.,travel,7292.95,2025-10-29,2025-12-09,PO-22399,CC-162,jnovak,0,
INV-001521,Deloitte Advisory s.r.o.,consulting,91576.95,2025-05-16,2025-06-25,PO-77277,CC-337,tklimes,0,
INV-001522,Grafton Recruitment,hr_services,130652.52,2025-11-12,2025-11-28,PO-85587,CC-340,tklimes,0,
INV-001523,Alza.cz a.s.,office_supply,8273.32,2025-01-27,2025-03-07,PO-27179,CC-349,ldvorak,0,
INV-001524,Engie Services a.s.,facility,19965.11,2025-08-06,2025-09-11,PO-70799,CC-294,ldvorak,0,
INV-001525,O2 Czech Republic,telecom,14252.7,2025-10-07,2025-11-08,PO-95937,CC-209,ldvorak,0,
INV-001526,DHL Express,logistics,16017.9,2025-11-21,2025-12-24,PO-73170,CC-266,tklimes,0,
INV-001527,Kinstellar s.r.o.,legal,29008.8,2025-06-10,2025-07-11,,CC-299,kvarga,0,
INV-001528,ČEZ Distribuce a.s.,utilities,50305.73,2025-11-28,2025-12-29,PO-13689,CC-166,tklimes,0,
INV-001529,ČEZ Distribuce a.s.,utilities,27439.36,2025-07-02,2025-08-05,PO-77853,CC-332,ldvorak,0,
INV-001530,PPL CZ s.r.o.,logistics,12131.98,2025-10-10,2025-11-11,PO-44717,CC-363,kvarga,0,
INV-001531,Deloitte Advisory s.r.o.,consulting,70921.25,2025-01-27,2025-03-01,PO-29035,CC-308,ldvorak,0,
INV-001532,Google Cloud EMEA,cloud,42120.73,2025-11-12,2025-11-28,PO-70764,CC-342,ldvorak,0,
INV-001533,Deloitte Advisory s.r.o.,consulting,55782.52,2025-08-15,2025-09-07,PO-33609,CC-237,msrnec,0,
INV-001534,Deloitte Advisory s.r.o.,consulting,66367.15,2025-08-08,2025-09-10,PO-80366,CC-171,msrnec,0,
INV-001535,AWS EMEA SARL,cloud,40395.07,2025-03-18,2025-04-02,PO-14779,CC-131,tklimes,0,
INV-001536,Google Cloud EMEA,cloud,36713.19,2025-08-06,2025-08-29,PO-30118,CC-387,msrnec,0,
INV-001537,T-Mobile Czech Republic,telecom,10636.62,2025-02-12,2025-03-08,PO-67706,CC-188,tklimes,0,
INV-001538,Kinstellar s.r.o.,legal,53835.45,2025-01-08,2025-01-29,PO-99533,CC-164,kvarga,0,
INV-001539,Deloitte Advisory s.r.o.,consulting,80391.45,2025-10-01,2025-11-03,PO-11515,CC-106,ldvorak,0,
INV-001540,JetBrains s.r.o.,software,8139.0,2025-02-12,2025-03-14,PO-11990,CC-331,kvarga,0,
INV-001541,Microsoft Ireland Operations,cloud,46021.68,2025-03-04,2025-04-11,PO-65489,CC-254,jnovak,0,
INV-001542,PwC Česká republika,consulting,89950.15,2025-12-03,2025-12-19,PO-15052,CC-317,msrnec,0,
INV-001543,O2 Czech Republic,telecom,14099.27,2025-03-17,2025-04-23,PO-99452,CC-332,ldvorak,0,
INV-001544,O2 Czech Republic,telecom,9623.93,2025-09-30,2025-11-07,PO-72890,CC-228,jnovak,0,
INV-001545,Deloitte Advisory s.r.o.,consulting,91946.03,2025-10-29,2025-11-14,PO-21816,CC-296,jnovak,0,
INV-001546,PPL CZ s.r.o.,logistics,5242.27,2025-03-13,2025-04-10,PO-29096,CC-263,ldvorak,0,
INV-001547,O2 Czech Republic,telecom,13696.01,2025-05-12,2025-06-24,PO-28262,CC-338,ldvorak,0,
INV-001548,Google Cloud EMEA,cloud,31220.94,2025-08-01,2025-08-21,PO-41207,CC-398,jnovak,0,
INV-001549,T-Mobile Czech Republic,telecom,8686.27,2025-03-26,2025-04-19,PO-49998,CC-257,jnovak,0,
INV-001550,DHL Express,logistics,11914.37,2025-02-07,2025-03-03,PO-17812,CC-117,jnovak,0,
INV-001551,Lagardère Travel Retail,travel,15479.29,2025-07-10,2025-08-08,PO-86551,CC-204,ldvorak,0,
INV-001552,Grafton Recruitment,hr_services,91370.06,2025-10-16,2025-11-06,PO-34356,CC-167,msrnec,0,
INV-001553,Engie Services a.s.,facility,31458.75,2025-12-30,2026-02-10,PO-74523,CC-280,kvarga,0,
INV-001554,Grafton Recruitment,hr_services,99415.26,2025-08-26,2025-10-02,PO-41919,CC-299,jnovak,0,
INV-001555,Alza.cz a.s.,office_supply,4713.47,2025-05-21,2025-06-22,PO-71830,CC-329,ldvorak,0,
INV-001556,Engie Services a.s.,facility,16771.36,2025-12-12,2026-01-14,PO-55814,CC-213,ldvorak,0,
INV-001557,Deloitte Advisory s.r.o.,consulting,67970.04,2025-05-26,2025-06-14,PO-80379,CC-195,tklimes,0,
INV-001558,Kinstellar s.r.o.,legal,55471.43,2025-01-10,2025-02-07,PO-66494,CC-311,jnovak,0,
INV-001559,KPMG Česká republika,consulting,66657.98,2025-10-01,2025-10-28,PO-63916,CC-133,tklimes,0,
INV-001560,AdHoc Trading s.r.o. #5783,consulting,369324.61,2025-02-19,2025-03-09,,CC-128,kvarga,1,new_vendor_high
INV-001561,Havel & Partners,legal,50793.69,2025-11-11,2025-11-26,PO-80256,CC-298,ldvorak,0,
INV-001562,Havel & Partners,legal,47351.02,2025-02-21,2025-03-21,PO-67190,CC-215,kvarga,0,
INV-001563,JetBrains s.r.o.,software,9833.85,2025-08-29,2025-10-01,PO-55670,CC-340,kvarga,0,
INV-001564,AWS EMEA SARL,cloud,43699.55,2025-08-14,2025-09-18,PO-93550,CC-283,ldvorak,0,
INV-001565,Havel & Partners,legal,97238.44,2025-07-24,2025-09-06,PO-40701,CC-112,ldvorak,0,
INV-001566,ČSA a.s.,travel,15157.05,2025-09-17,2025-10-18,PO-89374,CC-146,jnovak,0,
INV-001567,JetBrains s.r.o.,software,9259.6,2025-02-06,2025-03-17,,CC-382,jnovak,0,
INV-001568,Red Hat Czech s.r.o.,software,109120.73,2025-02-03,2025-03-09,PO-65080,CC-191,jnovak,0,
INV-001569,Google Cloud EMEA,cloud,45888.8,2025-04-14,2025-05-16,PO-59265,CC-141,msrnec,0,
INV-001570,Manpower Group s.r.o.,hr_services,84793.0,2025-04-09,2025-05-09,PO-13320,CC-223,msrnec,0,
INV-001571,T-Mobile Czech Republic,telecom,8322.56,2025-11-25,2025-12-29,PO-72356,CC-252,tklimes,0,
INV-001572,Kinstellar s.r.o.,legal,71591.24,2025-02-05,2025-02-21,PO-39408,CC-103,ldvorak,0,
INV-001573,T-Mobile Czech Republic,telecom,7363.81,2025-03-19,2025-04-24,PO-62458,CC-378,kvarga,0,
INV-001574,Alza.cz a.s.,office_supply,12411.47,2025-06-25,2025-07-26,PO-23707,CC-150,jnovak,0,
INV-001575,O2 Czech Republic,telecom,11101.98,2025-05-06,2025-05-30,PO-90864,CC-186,ldvorak,0,
INV-001576,Engie Services a.s.,facility,27064.93,2025-11-14,2025-12-01,PO-39797,CC-212,msrnec,0,
INV-001577,Deloitte Advisory s.r.o.,consulting,86903.82,2025-04-02,2025-05-13,PO-44145,CC-396,tklimes,0,
INV-001578,DHL Express,logistics,10605.81,2025-05-29,2025-06-27,PO-25608,CC-229,kvarga,0,
INV-001579,Red Hat Czech s.r.o.,software,93123.08,2025-02-18,2025-04-03,PO-60896,CC-228,ldvorak,0,
INV-001580,Kinstellar s.r.o.,legal,39951.79,2025-11-20,2025-12-17,PO-81570,CC-282,jnovak,0,
INV-001581,Booking.com,travel,11042.0,2025-12-15,2026-01-02,PO-41885,CC-154,msrnec,0,
INV-001582,AdHoc Trading s.r.o. #2227,consulting,258298.39,2025-01-16,2025-02-26,PO-26716,CC-181,kvarga,1,new_vendor_high
INV-001583,AWS EMEA SARL,cloud,36723.32,2025-11-18,2025-12-20,PO-40729,CC-183,ldvorak,0,
INV-001584,ČEZ Distribuce a.s.,utilities,46124.33,2025-12-30,2026-02-07,PO-12719,CC-120,ldvorak,0,
INV-001585,Alza.cz a.s.,office_supply,4016.24,2025-08-08,2025-09-06,PO-44724,CC-180,jnovak,0,
INV-001586,ČEZ Distribuce a.s.,utilities,50575.35,2025-05-12,2025-05-30,PO-13342,CC-346,msrnec,0,
INV-001587,Pražská plynárenská a.s.,utilities,14939.62,2025-09-04,2025-09-26,PO-17651,CC-270,jnovak,0,
INV-001588,PPL CZ s.r.o.,logistics,14503.96,2025-03-18,2025-04-13,PO-58359,CC-131,ldvorak,0,
INV-001589,Havel & Partners,legal,53080.22,2025-12-30,2026-01-16,PO-53764,CC-376,kvarga,0,
INV-001590,O2 Czech Republic,telecom,12576.93,2025-03-20,2025-04-04,PO-73285,CC-304,ldvorak,0,
INV-001591,ČSA a.s.,travel,10387.26,2025-02-20,2025-03-08,PO-12720,CC-101,kvarga,0,
INV-001592,O2 Czech Republic,telecom,11493.08,2025-11-05,2025-11-22,PO-44109,CC-147,msrnec,0,
INV-001593,Manpower Group s.r.o.,hr_services,143670.77,2025-05-29,2025-07-08,PO-49859,CC-355,jnovak,0,
INV-001594,T-Mobile Czech Republic,telecom,10298.21,2025-02-06,2025-03-13,PO-16967,CC-224,jnovak,0,
INV-001595,Microsoft Ireland Operations,cloud,58178.09,2025-10-13,2025-11-07,PO-78405,CC-376,kvarga,0,
INV-001596,Google Cloud EMEA,cloud,31874.67,2025-04-24,2025-05-27,PO-70716,CC-377,msrnec,0,
INV-001597,Havel & Partners,legal,99514.27,2025-02-27,2025-04-04,PO-75351,CC-298,tklimes,0,
INV-001598,Alza.cz a.s.,office_supply,9771.42,2025-09-04,2025-09-24,PO-95431,CC-183,ldvorak,0,
INV-001599,PPL CZ s.r.o.,logistics,11877.32,2025-08-11,2025-09-10,PO-12508,CC-193,ldvorak,0,
INV-001600,Havel & Partners,legal,48704.35,2025-08-01,2025-09-10,PO-17774,CC-274,msrnec,0,
INV-001601,Google Cloud EMEA,cloud,41557.34,2025-03-06,2025-04-16,PO-75392,CC-154,msrnec,0,
INV-001602,ČSA a.s.,travel,500.0,2025-07-22,2025-08-10,PO-11904,CC-133,ldvorak,0,
INV-001603,O2 Czech Republic,telecom,15725.31,2025-11-11,2025-12-23,PO-91192,CC-372,ldvorak,0,
INV-001604,Makro Cash & Carry,catering,8896.04,2025-12-18,2026-01-22,PO-41553,CC-350,kvarga,0,
INV-001605,Engie Services a.s.,facility,34697.61,2025-06-18,2025-07-17,PO-81877,CC-304,ldvorak,0,
INV-001606,Google Cloud EMEA,cloud,47232.89,2025-01-28,2025-02-23,PO-85047,CC-327,msrnec,0,
INV-001607,Engie Services a.s.,facility,35901.77,2025-12-22,2026-01-21,PO-55386,CC-371,ldvorak,0,
INV-001608,Microsoft Ireland Operations,cloud,49665.47,2025-04-04,2025-05-05,PO-10671,CC-391,msrnec,0,
INV-001609,Alza.cz a.s.,office_supply,500.0,2025-08-25,2025-09-20,PO-26663,CC-376,tklimes,0,
INV-001610,Kinstellar s.r.o.,legal,58593.21,2025-08-13,2025-08-31,PO-91476,CC-384,msrnec,0,
INV-001611,JetBrains s.r.o.,software,3293.87,2025-09-05,2025-10-07,PO-12129,CC-383,kvarga,0,
INV-001612,AWS EMEA SARL,cloud,34370.37,2025-05-22,2025-06-30,PO-71689,CC-159,ldvorak,0,
INV-001613,JetBrains s.r.o.,software,10070.53,2025-11-13,2025-12-27,PO-99797,CC-340,ldvorak,0,
INV-001614,DHL Express,logistics,17764.01,2025-03-20,2025-04-27,PO-12904,CC-211,ldvorak,0,
INV-001615,Manpower Group s.r.o.,hr_services,110177.49,2025-05-12,2025-06-24,PO-56146,CC-267,jnovak,0,
INV-001616,Office Depot s.r.o.,office_supply,3237.55,2025-07-10,2025-08-03,PO-75026,CC-123,jnovak,0,
INV-001617,Alza.cz a.s.,office_supply,3938.72,2025-12-17,2026-01-18,PO-48256,CC-210,tklimes,0,
INV-001618,Microsoft Ireland Operations,cloud,35791.81,2025-01-08,2025-02-01,PO-93688,CC-323,kvarga,0,
INV-001619,Alza.cz a.s.,office_supply,8862.45,2025-09-01,2025-10-06,,CC-326,kvarga,0,
INV-001620,DHL Express,logistics,20281.74,2025-03-06,2025-03-31,PO-41812,CC-213,msrnec,0,
INV-001621,DHL Express,logistics,18755.31,2025-05-12,2025-06-04,PO-11610,CC-201,tklimes,0,
INV-001622,Kinstellar s.r.o.,legal,27313.42,2025-04-23,2025-05-28,PO-27345,CC-323,tklimes,0,
INV-001623,PPL CZ s.r.o.,logistics,7262.04,2025-03-07,2025-03-23,PO-72508,CC-205,msrnec,0,
INV-001624,Microsoft Ireland Operations,cloud,32935.23,2025-03-13,2025-04-21,PO-51100,CC-249,msrnec,0,
INV-001625,Deloitte Advisory s.r.o.,consulting,104742.93,2025-06-23,2025-07-09,PO-32072,CC-194,msrnec,0,
INV-001626,Grafton Recruitment,hr_services,82293.45,2025-02-13,2025-03-10,PO-20235,CC-295,ldvorak,0,
INV-001627,AdHoc Trading s.r.o. #9234,consulting,222548.2,2025-02-27,2025-04-02,PO-82791,CC-294,kvarga,1,new_vendor_high
INV-001628,T-Mobile Czech Republic,telecom,7208.12,2025-12-19,2026-02-01,PO-75089,CC-148,ldvorak,0,
INV-001629,KPMG Česká republika,consulting,89030.24,2025-02-04,2025-03-17,PO-79792,CC-277,msrnec,0,
